location_id,datetime,geometry
0000026,2020-11-17T02:40:08.000000Z,"POLYGON ((49.609737548382355 25.127631028495767, 49.609737548382355 25.151116588868426, 49.58396000408726 25.151116588868426, 49.58396000408726 25.127631028495767, 49.609737548382355 25.127631028495767))"
0000026,2020-08-22T14:49:35.000000Z,"POLYGON ((49.609736997768366 25.127631028495767, 49.609736997768366 25.151116588868426, 49.58386254541202 25.151116588868426, 49.58386254541202 25.127631028495767, 49.609736997768366 25.127631028495767))"
0000026,2021-02-21T02:40:04.000000Z,"POLYGON ((49.609736997768366 25.127631028495767, 49.609736997768366 25.151116588868426, 49.58386254541202 25.151116588868426, 49.58386254541202 25.127631028495767, 49.609736997768366 25.127631028495767))"
0000026,2021-02-16T07:19:59.000000Z,"POLYGON ((49.60903388764999 25.128272123955544, 49.60903388764999 25.15099185083779, 49.584096915451475 25.15099185083779, 49.584096915451475 25.128272123955544, 49.60903388764999 25.128272123955544))"
0000026,2020-11-23T07:22:31.000000Z,"POLYGON ((49.60903388764999 25.128272123955544, 49.60903388764999 25.15099185083779, 49.584096915451475 25.15099185083779, 49.584096915451475 25.128272123955544, 49.60903388764999 25.128272123955544))"
0000026,2020-08-20T07:16:19.000000Z,"POLYGON ((49.60903388764999 25.128272123955544, 49.60903388764999 25.15099185083779, 49.584096915451475 25.15099185083779, 49.584096915451475 25.128272123955544, 49.60903388764999 25.128272123955544))"
0000026,2020-05-24T07:06:31.000000Z,"POLYGON ((49.60903388764999 25.128272123955544, 49.60903388764999 25.15099185083779, 49.584096915451475 25.15099185083779, 49.584096915451475 25.128272123955544, 49.60903388764999 25.128272123955544))"
0000026,2020-05-21T02:40:01.000000Z,"POLYGON ((49.609737548382355 25.127631028495767, 49.609737548382355 25.151116588868426, 49.58396000408726 25.151116588868426, 49.58396000408726 25.127631028495767, 49.609737548382355 25.127631028495767))"
0000027,2020-07-13T01:26:41.000000Z,"POLYGON ((-111.80889947544813 40.45601769187096, -111.80889947544813 40.479503252602626, -111.83957333856907 40.479503252602626, -111.83957333856907 40.45601769187096, -111.80889947544813 40.45601769187096))"
0000027,2021-01-09T01:26:42.000000Z,"POLYGON ((-111.80890013064855 40.45601769187096, -111.80890013064855 40.479503252602626, -111.83968930904437 40.479503252602626, -111.83968930904437 40.45601769187096, -111.80890013064855 40.45601769187096))"
0000027,2021-04-15T01:26:42.000000Z,"POLYGON ((-111.80890013064855 40.45601769187096, -111.80890013064855 40.479503252602626, -111.83968930904437 40.479503252602626, -111.83968930904437 40.45601769187096, -111.80890013064855 40.45601769187096))"
0000027,2020-10-12T01:18:24.000000Z,"POLYGON ((-111.80889947544813 40.45601769187096, -111.80889947544813 40.479503252602626, -111.83957333856907 40.479503252602626, -111.83957333856907 40.45601769187096, -111.80889947544813 40.45601769187096))"
0000027,2020-07-14T18:19:31.000000Z,"POLYGON ((-111.8090698857988 40.456148167208354, -111.8090698857988 40.47937277726522, -111.83940292821839 40.47937277726522, -111.83940292821839 40.456148167208354, -111.8090698857988 40.456148167208354))"
0000027,2021-04-12T18:09:09.000000Z,"POLYGON ((-111.8090698857988 40.456148167208354, -111.8090698857988 40.47937277726522, -111.83940292821839 40.47937277726522, -111.83940292821839 40.456148167208354, -111.8090698857988 40.456148167208354))"
0000027,2020-12-21T18:28:01.000000Z,"POLYGON ((-111.8090698857988 40.456148167208354, -111.8090698857988 40.47937277726522, -111.83940292821839 40.47937277726522, -111.83940292821839 40.456148167208354, -111.8090698857988 40.456148167208354))"
0000027,2021-01-07T18:17:41.000000Z,"POLYGON ((-111.8090698857988 40.456148167208354, -111.8090698857988 40.47937277726522, -111.83940292821839 40.47937277726522, -111.83940292821839 40.456148167208354, -111.8090698857988 40.456148167208354))"
0000027,2020-10-12T18:23:21.000000Z,"POLYGON ((-111.8090698857988 40.456148167208354, -111.8090698857988 40.47937277726522, -111.83940292821839 40.47937277726522, -111.83940292821839 40.456148167208354, -111.8090698857988 40.456148167208354))"
0000027,2020-07-09T18:19:19.000000Z,"POLYGON ((-111.8090698857988 40.456148167208354, -111.8090698857988 40.47937277726522, -111.83940292821839 40.47937277726522, -111.83940292821839 40.456148167208354, -111.8090698857988 40.456148167208354))"
0000028,2020-12-30T08:53:51.000000Z,"POLYGON ((27.95645356923806 37.96167460729846, 27.95645356923806 37.984899217288216, 27.92781610297839 37.984899217288216, 27.92781610297839 37.96167460729846, 27.95645356923806 37.96167460729846))"
0000028,2021-04-12T08:55:51.000000Z,"POLYGON ((27.95645356923806 37.96167460729846, 27.95645356923806 37.984899217288216, 27.92781610297839 37.984899217288216, 27.92781610297839 37.96167460729846, 27.95645356923806 37.96167460729846))"
0000028,2020-10-07T04:07:27.000000Z,"POLYGON ((27.957261016595005 37.961544131961446, 27.957261016595005 37.98502969262524, 27.92754695385941 37.98502969262524, 27.92754695385941 37.961544131961446, 27.957261016595005 37.961544131961446))"
0000028,2021-01-10T16:07:07.000000Z,"POLYGON ((27.957261016595005 37.961544131961446, 27.957261016595005 37.98502969262524, 27.92754695385941 37.98502969262524, 27.92754695385941 37.961544131961446, 27.957261016595005 37.961544131961446))"
0000028,2020-10-06T08:47:39.000000Z,"POLYGON ((27.95645356923806 37.96167460729846, 27.95645356923806 37.984899217288216, 27.92781610297839 37.984899217288216, 27.92781610297839 37.96167460729846, 27.95645356923806 37.96167460729846))"
0000028,2021-04-11T04:06:32.000000Z,"POLYGON ((27.957261648916738 37.96163226256349, 27.957261648916738 37.98503019053825, 27.927658874805616 37.98503019053825, 27.927658874805616 37.96163226256349, 27.957261648916738 37.96163226256349))"
0000028,2020-10-09T08:58:09.000000Z,"POLYGON ((27.95645356923806 37.96167460729846, 27.95645356923806 37.984899217288216, 27.92781610297839 37.984899217288216, 27.92781610297839 37.96167460729846, 27.95645356923806 37.96167460729846))"
0000028,2020-07-11T08:55:59.000000Z,"POLYGON ((27.95645356923806 37.96167460729846, 27.95645356923806 37.984899217288216, 27.92781610297839 37.984899217288216, 27.92781610297839 37.96167460729846, 27.95645356923806 37.96167460729846))"
0000028,2020-07-09T04:06:31.000000Z,"POLYGON ((27.957261016595005 37.96163226256349, 27.957261016595005 37.98503019053825, 27.92754695385941 37.98503019053825, 27.92754695385941 37.96163226256349, 27.957261016595005 37.96163226256349))"
0000029,2020-09-12T23:31:54.000000Z,"POLYGON ((-83.9415978642729 42.26451490446053, -83.9415978642729 42.28740046916619, -83.9723306550686 42.28740046916619, -83.9723306550686 42.26451490446053, -83.9415978642729 42.26451490446053))"
0000029,2020-12-05T23:31:54.000000Z,"POLYGON ((-83.9414833710671 42.26451490446053, -83.9414833710671 42.28740046916619, -83.97232873618806 42.28740046916619, -83.97232873618806 42.26451490446053, -83.9414833710671 42.26451490446053))"
0000029,2021-03-11T23:31:51.000000Z,"POLYGON ((-83.9415978642729 42.26451490446053, -83.9415978642729 42.28740046916619, -83.9723306550686 42.28740046916619, -83.9723306550686 42.26451490446053, -83.9415978642729 42.26451490446053))"
0000029,2021-06-15T23:31:55.000000Z,"POLYGON ((-83.9414833710671 42.264513170705634, -83.9414833710671 42.28731551517599, -83.97232873618806 42.28731551517599, -83.97232873618806 42.264513170705634, -83.9414833710671 42.264513170705634))"
0000029,2021-03-05T16:21:41.000000Z,"POLYGON ((-83.94197558434028 42.26479617852707, -83.94197558434028 42.28703250735455, -83.97183652291484 42.28703250735455, -83.97183652291484 42.26479617852707, -83.94197558434028 42.26479617852707))"
0000029,2020-09-19T16:29:51.000000Z,"POLYGON ((-83.94197558434028 42.26479617852707, -83.94197558434028 42.28703250735455, -83.97183652291484 42.28703250735455, -83.97183652291484 42.26479617852707, -83.94197558434028 42.26479617852707))"
0000029,2020-12-03T16:36:49.000000Z,"POLYGON ((-83.94197558434028 42.26479617852707, -83.94197558434028 42.28703250735455, -83.97183652291484 42.28703250735455, -83.97183652291484 42.26479617852707, -83.94197558434028 42.26479617852707))"
0000029,2021-03-20T16:18:59.000000Z,"POLYGON ((-83.94197558434028 42.26479617852707, -83.94197558434028 42.28703250735455, -83.97183652291484 42.28703250735455, -83.97183652291484 42.26479617852707, -83.94197558434028 42.26479617852707))"
0000029,2021-06-16T16:29:01.000000Z,"POLYGON ((-83.94197558434028 42.26479617852707, -83.94197558434028 42.28703250735455, -83.97183652291484 42.28703250735455, -83.97183652291484 42.26479617852707, -83.94197558434028 42.26479617852707))"
0000029,2020-12-10T16:26:59.000000Z,"POLYGON ((-83.94197558434028 42.26479617852707, -83.94197558434028 42.28703250735455, -83.97183652291484 42.28703250735455, -83.97183652291484 42.26479617852707, -83.94197558434028 42.26479617852707))"
0000030,2020-03-25T09:05:12.000000Z,"POLYGON ((-55.995796894360716 -31.708219602055927, -55.995796894360716 -31.68473404270006, -56.02332677904256 -31.68473404270006, -56.02332677904256 -31.708219602055927, -55.995796894360716 -31.708219602055927))"
0000030,2020-03-26T13:42:11.000000Z,"POLYGON ((-55.99594867949932 -31.708089126726172, -55.99594867949932 -31.684864518029816, -56.023070714037736 -31.684864518029816, -56.023070714037736 -31.708089126726172, -55.99594867949932 -31.708089126726172))"
0000030,2020-06-14T13:42:21.000000Z,"POLYGON ((-55.99594867949932 -31.708089126726172, -55.99594867949932 -31.684864518029816, -56.023070714037736 -31.684864518029816, -56.023070714037736 -31.708089126726172, -55.99594867949932 -31.708089126726172))"
0000030,2020-09-22T13:42:21.000000Z,"POLYGON ((-55.99594867949932 -31.708089126726172, -55.99594867949932 -31.684864518029816, -56.023070714037736 -31.684864518029816, -56.023070714037736 -31.708089126726172, -55.99594867949932 -31.708089126726172))"
0000030,2020-12-31T13:42:11.000000Z,"POLYGON ((-55.99594867949932 -31.708089126726172, -55.99594867949932 -31.684864518029816, -56.023070714037736 -31.684864518029816, -56.023070714037736 -31.708089126726172, -55.99594867949932 -31.708089126726172))"
0000030,2020-09-21T09:05:22.000000Z,"POLYGON ((-55.995796894360716 -31.708219602055927, -55.995796894360716 -31.68473404270006, -56.02332677904256 -31.68473404270006, -56.02332677904256 -31.708219602055927, -55.995796894360716 -31.708219602055927))"
0000030,2020-03-21T13:42:09.000000Z,"POLYGON ((-55.99594867949932 -31.708089126726172, -55.99594867949932 -31.684864518029816, -56.023070714037736 -31.684864518029816, -56.023070714037736 -31.708089126726172, -55.99594867949932 -31.708089126726172))"
0000030,2020-06-29T09:05:17.000000Z,"POLYGON ((-55.99579630851877 -31.70821910039924, -55.99579630851877 -31.68464524946685, -56.02322308501829 -31.68464524946685, -56.02322308501829 -31.70821910039924, -55.99579630851877 -31.70821910039924))"
0000030,2020-12-26T09:05:20.000000Z,"POLYGON ((-55.99579630851877 -31.708219602055927, -55.99579630851877 -31.68473404270006, -56.02322308501829 -31.68473404270006, -56.02322308501829 -31.708219602055927, -55.99579630851877 -31.708219602055927))"
0000031,2021-03-28T03:35:31.000000Z,"POLYGON ((36.189321825177835 33.62604011858964, 36.189321825177835 33.64917902880539, 36.1617064853981 33.64917902880539, 36.1617064853981 33.62604011858964, 36.189321825177835 33.62604011858964))"
0000031,2020-09-23T03:34:48.000000Z,"POLYGON ((36.189218952191666 33.62612631592814, 36.189218952191666 33.64918015662104, 36.16170513939642 33.64918015662104, 36.16170513939642 33.62612631592814, 36.189218952191666 33.62612631592814))"
0000031,2020-06-24T08:16:11.000000Z,"POLYGON ((36.188783228125395 33.62650788888428, 36.188783228125395 33.649227615943936, 36.162245082450546 33.649227615943936, 36.162245082450546 33.62650788888428, 36.188783228125395 33.62650788888428))"
0000031,2020-09-22T08:16:41.000000Z,"POLYGON ((36.188783228125395 33.62650788888428, 36.188783228125395 33.649227615943936, 36.162245082450546 33.649227615943936, 36.162245082450546 33.62650788888428, 36.188783228125395 33.62650788888428))"
0000031,2020-12-26T08:22:49.000000Z,"POLYGON ((36.188783228125395 33.62650788888428, 36.188783228125395 33.649227615943936, 36.162245082450546 33.649227615943936, 36.162245082450546 33.62650788888428, 36.188783228125395 33.62650788888428))"
0000031,2021-03-21T08:16:31.000000Z,"POLYGON ((36.188783228125395 33.62650788888428, 36.188783228125395 33.649227615943936, 36.162245082450546 33.649227615943936, 36.162245082450546 33.62650788888428, 36.188783228125395 33.62650788888428))"
0000031,2020-12-26T15:41:11.000000Z,"POLYGON ((36.189218952191666 33.62612631592814, 36.189218952191666 33.64918015662104, 36.16170513939642 33.64918015662104, 36.16170513939642 33.62612631592814, 36.189218952191666 33.62612631592814))"
0000031,2020-06-25T03:35:30.000000Z,"POLYGON ((36.189218952191666 33.62612631592814, 36.189218952191666 33.64918015662104, 36.16170513939642 33.64918015662104, 36.16170513939642 33.62612631592814, 36.189218952191666 33.62612631592814))"
0000031,2020-06-19T08:16:09.000000Z,"POLYGON ((36.18876356052731 33.62650788888428, 36.18876356052731 33.649227615943936, 36.161648498642144 33.649227615943936, 36.161648498642144 33.62650788888428, 36.18876356052731 33.62650788888428))"
0000032,2020-12-07T13:52:17.000000Z,"POLYGON ((-117.39311591443163 32.90393236279502, -117.39311591443163 32.92759517284772, -117.42112396277719 32.92759517284772, -117.42112396277719 32.90393236279502, -117.39311591443163 32.90393236279502))"
0000032,2020-09-02T13:52:17.000000Z,"POLYGON ((-117.39311591443163 32.90402148920848, -117.39311591443163 32.927595341328654, -117.42112396277719 32.927595341328654, -117.42112396277719 32.90402148920848, -117.39311591443163 32.90402148920848))"
0000032,2020-03-06T13:52:08.000000Z,"POLYGON ((-117.39311591443163 32.90402148920848, -117.39311591443163 32.927595341328654, -117.42112396277719 32.927595341328654, -117.42112396277719 32.90402148920848, -117.39311591443163 32.90402148920848))"
0000032,2020-06-04T13:52:34.000000Z,"POLYGON ((-117.39311591443163 32.90393236279502, -117.39311591443163 32.92759517284772, -117.42112396277719 32.92759517284772, -117.42112396277719 32.90393236279502, -117.39311591443163 32.90393236279502))"
0000032,2020-09-05T18:29:21.000000Z,"POLYGON ((-117.3933752482126 32.9041514628881, -117.3933752482126 32.92737607275464, -117.42086462899621 32.92737607275464, -117.42086462899621 32.9041514628881, -117.3933752482126 32.9041514628881))"
0000032,2020-05-23T18:29:19.000000Z,"POLYGON ((-117.3933752482126 32.9041514628881, -117.3933752482126 32.92737607275464, -117.42086462899621 32.92737607275464, -117.42086462899621 32.9041514628881, -117.3933752482126 32.9041514628881))"
0000032,2020-03-09T18:31:51.000000Z,"POLYGON ((-117.3933752482126 32.9041514628881, -117.3933752482126 32.92737607275464, -117.42086462899621 32.92737607275464, -117.42086462899621 32.9041514628881, -117.3933752482126 32.9041514628881))"
0000032,2020-12-04T18:37:41.000000Z,"POLYGON ((-117.3933752482126 32.9041514628881, -117.3933752482126 32.92737607275464, -117.42086462899621 32.92737607275464, -117.42086462899621 32.9041514628881, -117.3933752482126 32.9041514628881))"
0000033,2020-06-07T18:29:21.000000Z,"POLYGON ((-118.52295472368691 34.06704252073115, -118.52295472368691 34.0897622478009, -118.55021001862558 34.0897622478009, -118.55021001862558 34.06704252073115, -118.52295472368691 34.06704252073115))"
0000033,2021-03-09T18:31:09.000000Z,"POLYGON ((-118.52295472368691 34.06704252073115, -118.52295472368691 34.0897622478009, -118.55021001862558 34.0897622478009, -118.55021001862558 34.06704252073115, -118.52295472368691 34.06704252073115))"
0000033,2020-12-19T18:37:59.000000Z,"POLYGON ((-118.52295472368691 34.06704252073115, -118.52295472368691 34.0897622478009, -118.55021001862558 34.0897622478009, -118.55021001862558 34.06704252073115, -118.52295472368691 34.06704252073115))"
0000033,2020-12-19T13:51:51.000000Z,"POLYGON ((-118.522291369748 34.06648955586777, -118.522291369748 34.08988748374557, -118.55036025558036 34.08988748374557, -118.55036025558036 34.06648955586777, -118.522291369748 34.06648955586777))"
0000033,2020-09-14T13:51:52.000000Z,"POLYGON ((-118.522291369748 34.066488732182684, -118.522291369748 34.089799678915966, -118.55036025558036 34.089799678915966, -118.55036025558036 34.066488732182684, -118.522291369748 34.066488732182684))"
0000033,2020-06-16T13:52:35.000000Z,"POLYGON ((-118.522291369748 34.06648955586777, -118.522291369748 34.08988748374557, -118.55036025558036 34.08988748374557, -118.55036025558036 34.06648955586777, -118.522291369748 34.06648955586777))"
0000033,2021-03-19T13:52:37.000000Z,"POLYGON ((-118.522291369748 34.06648955586777, -118.522291369748 34.08988748374557, -118.55036025558036 34.08988748374557, -118.55036025558036 34.06648955586777, -118.522291369748 34.06648955586777))"
0000033,2020-09-15T18:30:11.000000Z,"POLYGON ((-118.52295472368691 34.06704252073115, -118.52295472368691 34.0897622478009, -118.55021001862558 34.0897622478009, -118.55021001862558 34.06704252073115, -118.52295472368691 34.06704252073115))"
0000033,2020-12-14T18:37:51.000000Z,"POLYGON ((-118.52295472368691 34.06704252073115, -118.52295472368691 34.0897622478009, -118.55021001862558 34.0897622478009, -118.55021001862558 34.06704252073115, -118.52295472368691 34.06704252073115))"
0000033,2020-09-05T18:29:21.000000Z,"POLYGON ((-118.52295472368691 34.06704252073115, -118.52295472368691 34.0897622478009, -118.55021001862558 34.0897622478009, -118.55021001862558 34.06704252073115, -118.52295472368691 34.06704252073115))"
0000033,2021-03-19T18:29:59.000000Z,"POLYGON ((-118.52295472368691 34.06704252073115, -118.52295472368691 34.0897622478009, -118.55021001862558 34.0897622478009, -118.55021001862558 34.06704252073115, -118.52295472368691 34.06704252073115))"
0000034,2021-01-20T02:47:39.000000Z,"POLYGON ((52.28746772822864 55.201435766404785, 52.28746772822864 55.22466037700389, 52.24686974218061 55.22466037700389, 52.24686974218061 55.201435766404785, 52.28746772822864 55.201435766404785))"
0000034,2021-04-23T07:36:09.000000Z,"POLYGON ((52.286503258616094 55.20190240054396, 52.286503258616094 55.224622128303956, 52.246934931634485 55.224622128303956, 52.246934931634485 55.20190240054396, 52.286503258616094 55.20190240054396))"
0000034,2021-01-13T07:41:59.000000Z,"POLYGON ((52.286503258616094 55.20190240054396, 52.286503258616094 55.224622128303956, 52.246934931634485 55.224622128303956, 52.246934931634485 55.20190240054396, 52.286503258616094 55.20190240054396))"
0000034,2020-10-20T07:39:41.000000Z,"POLYGON ((52.286503258616094 55.20190240054396, 52.286503258616094 55.224622128303956, 52.246934931634485 55.224622128303956, 52.246934931634485 55.20190240054396, 52.286503258616094 55.20190240054396))"
0000034,2020-07-15T07:46:21.000000Z,"POLYGON ((52.286503258616094 55.20190240054396, 52.286503258616094 55.224622128303956, 52.246934931634485 55.224622128303956, 52.246934931634485 55.20190240054396, 52.286503258616094 55.20190240054396))"
0000034,2020-07-24T02:47:38.000000Z,"POLYGON ((52.28746629371139 55.201435766404785, 52.28746629371139 55.22466037700389, 52.24671682264078 55.22466037700389, 52.24671682264078 55.201435766404785, 52.28746629371139 55.201435766404785))"
0000034,2020-10-16T02:47:42.000000Z,"POLYGON ((52.28746772822864 55.201435766404785, 52.28746772822864 55.22466037700389, 52.24686974218061 55.22466037700389, 52.24686974218061 55.201435766404785, 52.28746772822864 55.201435766404785))"
0000034,2021-04-26T02:47:39.000000Z,"POLYGON ((52.28746772822864 55.201435766404785, 52.28746772822864 55.22466037700389, 52.24686974218061 55.22466037700389, 52.24686974218061 55.201435766404785, 52.28746772822864 55.201435766404785))"
0000035,2020-09-06T17:46:12.000000Z,"POLYGON ((1.9805921565118372 41.43229279069968, 1.9805921565118372 41.45569071876987, 1.9494613135288623 41.45569071876987, 1.9494613135288623 41.43229279069968, 1.9805921565118372 41.43229279069968))"
0000035,2021-03-13T10:40:21.000000Z,"POLYGON ((1.980419207384154 41.432845755567605, 1.980419207384154 41.45556548282418, 1.9496342626565455 41.45556548282418, 1.9496342626565455 41.432845755567605, 1.980419207384154 41.432845755567605))"
0000035,2020-06-06T10:40:31.000000Z,"POLYGON ((1.980419207384154 41.432845755567605, 1.980419207384154 41.45556548282418, 1.9496342626565455 41.45556548282418, 1.9496342626565455 41.432845755567605, 1.980419207384154 41.432845755567605))"
0000035,2021-03-11T17:46:58.000000Z,"POLYGON ((1.9805921565118372 41.43229279069968, 1.9805921565118372 41.45569071876987, 1.9494613135288623 41.45569071876987, 1.9494613135288623 41.43229279069968, 1.9805921565118372 41.43229279069968))"
0000035,2020-12-06T10:54:31.000000Z,"POLYGON ((1.980419207384154 41.432845755567605, 1.980419207384154 41.45556548282418, 1.9496342626565455 41.45556548282418, 1.9496342626565455 41.432845755567605, 1.980419207384154 41.432845755567605))"
0000035,2020-12-10T06:00:57.000000Z,"POLYGON ((1.9804753366507453 41.43229279069968, 1.9804753366507453 41.45569071876987, 1.949460653529647 41.45569071876987, 1.949460653529647 41.43229279069968, 1.9804753366507453 41.43229279069968))"
0000035,2020-06-08T17:46:56.000000Z,"POLYGON ((1.9805921565118372 41.43229279069968, 1.9805921565118372 41.45569071876987, 1.9494613135288623 41.45569071876987, 1.9494613135288623 41.43229279069968, 1.9805921565118372 41.43229279069968))"
0000035,2020-09-04T10:40:31.000000Z,"POLYGON ((1.980419207384154 41.432845755567605, 1.980419207384154 41.45556548282418, 1.9496342626565455 41.45556548282418, 1.9496342626565455 41.432845755567605, 1.980419207384154 41.432845755567605))"
0000036,2020-03-22T08:36:21.000000Z,"POLYGON ((36.73879805189343 53.37835973587516, 36.73879805189343 53.400132808230744, 36.70175030764776 53.400132808230744, 36.70175030764776 53.37835973587516, 36.73879805189343 53.37835973587516))"
0000036,2020-03-23T15:13:16.000000Z,"POLYGON ((36.73940872899638 53.377599412097645, 36.73940872899638 53.40048497720132, 36.70113963054481 53.40048497720132, 36.70113963054481 53.377599412097645, 36.73940872899638 53.377599412097645))"
0000036,2020-12-24T15:13:24.000000Z,"POLYGON ((36.73940872899638 53.377599412097645, 36.73940872899638 53.40048497720132, 36.70113963054481 53.40048497720132, 36.70113963054481 53.377599412097645, 36.73940872899638 53.377599412097645))"
0000036,2020-09-19T15:13:25.000000Z,"POLYGON ((36.73940872899638 53.37751415326994, 36.73940872899638 53.40048354828243, 36.70113963054481 53.40048354828243, 36.70113963054481 53.37751415326994, 36.73940872899638 53.37751415326994))"
0000036,2020-09-06T08:45:59.000000Z,"POLYGON ((36.73879805189343 53.37835973587516, 36.73879805189343 53.400132808230744, 36.70175030764776 53.400132808230744, 36.70175030764776 53.37835973587516, 36.73879805189343 53.37835973587516))"
0000036,2020-12-10T08:53:41.000000Z,"POLYGON ((36.73879805189343 53.37789716566207, 36.73879805189343 53.400616893337464, 36.70175030764776 53.400616893337464, 36.70175030764776 53.37789716566207, 36.73879805189343 53.37789716566207))"
0000036,2020-06-20T08:36:11.000000Z,"POLYGON ((36.73879805189343 53.37835973587516, 36.73879805189343 53.400132808230744, 36.70175030764776 53.400132808230744, 36.70175030764776 53.37835973587516, 36.73879805189343 53.37835973587516))"
0000036,2020-09-13T08:35:59.000000Z,"POLYGON ((36.73879805189343 53.37835973587516, 36.73879805189343 53.400132808230744, 36.70175030764776 53.400132808230744, 36.70175030764776 53.37835973587516, 36.73879805189343 53.37835973587516))"
0000036,2020-06-20T15:21:28.000000Z,"POLYGON ((36.739406330782494 53.377599412097645, 36.739406330782494 53.40048497720132, 36.700996537116026 53.40048497720132, 36.700996537116026 53.377599412097645, 36.739406330782494 53.377599412097645))"
0000037,2021-02-02T00:35:30.000000Z,"POLYGON ((-97.86396176182623 31.203671319955046, -97.86396176182623 31.227156880455592, -97.89135051098282 31.227156880455592, -97.89135051098282 31.203671319955046, -97.86396176182623 31.203671319955046))"
0000037,2020-11-10T00:35:33.000000Z,"POLYGON ((-97.86396176182623 31.203671319955046, -97.86396176182623 31.227156880455592, -97.89135051098282 31.227156880455592, -97.89135051098282 31.203671319955046, -97.86396176182623 31.203671319955046))"
0000037,2020-08-06T00:35:31.000000Z,"POLYGON ((-97.8639611789877 31.203671319955046, -97.8639611789877 31.227156880455592, -97.89124734855942 31.227156880455592, -97.89124734855942 31.203671319955046, -97.8639611789877 31.203671319955046))"
0000037,2020-05-14T00:35:26.000000Z,"POLYGON ((-97.86396176182623 31.203671319955046, -97.86396176182623 31.227156880455592, -97.89135051098282 31.227156880455592, -97.89135051098282 31.203671319955046, -97.86396176182623 31.203671319955046))"
0000037,2021-02-03T17:15:19.000000Z,"POLYGON ((-97.86411276881864 31.204312415418315, -97.86411276881864 31.227032142424274, -97.89109575872845 31.227032142424274, -97.89109575872845 31.204312415418315, -97.86411276881864 31.204312415418315))"
0000037,2020-11-05T17:15:19.000000Z,"POLYGON ((-97.86411276881864 31.204312415418315, -97.86411276881864 31.227032142424274, -97.89109575872845 31.227032142424274, -97.89109575872845 31.204312415418315, -97.86411276881864 31.204312415418315))"
0000037,2020-08-07T17:08:49.000000Z,"POLYGON ((-97.86411276881864 31.204312415418315, -97.86411276881864 31.227032142424274, -97.89109575872845 31.227032142424274, -97.89109575872845 31.204312415418315, -97.86411276881864 31.204312415418315))"
0000037,2020-05-14T17:09:01.000000Z,"POLYGON ((-97.86411276881864 31.204312415418315, -97.86411276881864 31.227032142424274, -97.89109575872845 31.227032142424274, -97.89109575872845 31.204312415418315, -97.86411276881864 31.204312415418315))"
0000038,2020-09-08T10:20:31.000000Z,"POLYGON ((13.516172302132698 51.047158015635375, 13.516172302132698 51.06987774321264, 13.480255440849945 51.06987774321264, 13.480255440849945 51.047158015635375, 13.516172302132698 51.047158015635375))"
0000038,2020-12-09T05:16:59.000000Z,"POLYGON ((13.516909988509212 51.046691381499954, 13.516909988509212 51.06991599191227, 13.480194974753509 51.06991599191227, 13.480194974753509 51.046691381499954, 13.516909988509212 51.046691381499954))"
0000038,2020-09-07T16:51:16.000000Z,"POLYGON ((13.517047768040106 51.04669024533009, 13.517047768040106 51.06982915607299, 13.480196267244418 51.06982915607299, 13.480196267244418 51.04669024533009, 13.517047768040106 51.04669024533009))"
0000038,2020-12-02T10:24:09.000000Z,"POLYGON ((13.516172302132698 51.047158015635375, 13.516172302132698 51.06987774321264, 13.480255440849945 51.06987774321264, 13.480255440849945 51.047158015635375, 13.516172302132698 51.047158015635375))"
0000038,2021-03-12T16:51:53.000000Z,"POLYGON ((13.517047768040106 51.04669024533009, 13.517047768040106 51.06982915607299, 13.480196267244418 51.06982915607299, 13.480196267244418 51.04669024533009, 13.517047768040106 51.04669024533009))"
0000038,2020-08-21T10:05:59.000000Z,"POLYGON ((13.516172302132698 51.047158015635375, 13.516172302132698 51.06987774321264, 13.480255440849945 51.06987774321264, 13.480255440849945 51.047158015635375, 13.516172302132698 51.047158015635375))"
0000038,2020-06-02T10:05:59.000000Z,"POLYGON ((13.516172302132698 51.047158015635375, 13.516172302132698 51.06987774321264, 13.480255440849945 51.06987774321264, 13.480255440849945 51.047158015635375, 13.516172302132698 51.047158015635375))"
0000038,2020-06-11T05:25:34.000000Z,"POLYGON ((13.516909988509212 51.04669024533009, 13.516909988509212 51.06982915607299, 13.480194974753509 51.06982915607299, 13.480194974753509 51.04669024533009, 13.516909988509212 51.04669024533009))"
0000038,2021-02-25T10:20:21.000000Z,"POLYGON ((13.516172302132698 51.047158015635375, 13.516172302132698 51.06987774321264, 13.480255440849945 51.06987774321264, 13.480255440849945 51.047158015635375, 13.516172302132698 51.047158015635375))"
0000039,2020-04-20T21:37:20.000000Z,"POLYGON ((127.73842570849827 46.89776405297507, 127.73842570849827 46.92107500007268, 127.70439426731822 46.92107500007268, 127.70439426731822 46.89776405297507, 127.73842570849827 46.89776405297507))"
0000039,2020-07-25T21:37:25.000000Z,"POLYGON ((127.73842570849827 46.89776405297507, 127.73842570849827 46.92107500007268, 127.70439426731822 46.92107500007268, 127.70439426731822 46.89776405297507, 127.73842570849827 46.89776405297507))"
0000039,2020-10-17T21:37:28.000000Z,"POLYGON ((127.73842570849827 46.897851207399896, 127.73842570849827 46.9210758176564, 127.70439426731822 46.9210758176564, 127.70439426731822 46.897851207399896, 127.73842570849827 46.897851207399896))"
